google_index,domain_registration_length,page_rank,safe_anchor,nb_www,ratio_extRedirection,avg_words_raw,ratio_digits_url,nb_dots,ratio_digits_host,domain_age,domain_in_title,ratio_extHyperlinks,longest_words_raw,shortest_word_host,nb_hyperlinks,ratio_intHyperlinks,longest_word_path,length_hostname,avg_word_path,length_words_raw,phish_hints,shortest_word_path,nb_hyphens,web_traffic,char_repeat,links_in_tags,nb_slash,status
1,0,0,0.0,0,0.0,3.214285714,0.22,4,0.7857142859999999,-1,1,0.0,8,2,12,1.0,8,14,3.4,14,3,2,1,0,4,100.0,6,1
1,0,3,0.0,1,0.0,3.833333333,0.0,5,0.0,5568,1,0.0,6,3,0,0.0,6,21,3.333333333,6,0,1,0,104444,3,0.0,4,1
0,98,5,73.03370787,1,0.125,7.0,0.0,2,0.0,6112,0,0.042440318,11,3,754,0.957559682,0,18,0.0,2,0,0,0,157596,3,92.10526316,3,0
0,563,3,60.0,1,0.5,6.0,0.0,2,0.0,7106,1,0.105263158,9,3,19,0.894736842,0,17,0.0,2,0,0,0,0,3,100.0,3,0
1,1090,0,93.75,1,0.0,9.857142857,0.418604651,2,0.0,-1,1,0.05,42,3,20,0.95,42,21,10.4,7,2,1,1,0,17,0.0,6,1
0,84,3,90.90909091,1,0.0,5.166666667,0.104166667,3,0.0,6490,1,0.08974359,9,3,78,0.91025641,6,17,4.75,6,0,4,0,4053232,3,86.95652174,3,1
0,370,5,0.0,0,0.459016393,4.75,0.0,2,0.0,7299,1,0.910447761,8,1,67,0.089552239,0,26,0.0,4,0,0,2,0,0,0.0,3,0
0,0,3,26.92307692,1,0.0,6.5,0.0,2,0.0,6140,0,0.103896104,10,3,308,0.896103896,0,17,0.0,2,0,0,0,1177815,4,83.33333333,3,0
0,0,5,66.66666667,0,0.5,6.333333333,0.0,1,0.0,-1,0,0.007285974,8,8,549,0.992714026,8,11,5.5,3,0,3,0,31757,0,100.0,3,0
1,381,4,0.0,0,0.0,6.857142857,0.056910569,2,0.0,8019,1,1.0,18,2,7,0.0,18,26,6.909090909,14,0,1,2,0,3,0.0,7,1
1,51,3,0.0,1,0.0,8.8,0.0,3,0.0,6889,1,0.2,18,3,5,0.8,10,26,7.666666667,5,0,4,1,0,3,0.0,3,0
0,271,4,55.55555556,1,0.0,6.0,0.0,2,0.0,2651,0,0.090909091,9,3,121,0.909090909,0,17,0.0,2,0,0,0,386861,3,100.0,3,0
1,348,0,37.14285714,0,0.214285714,4.333333333,0.0,2,0.0,1844,1,0.287671233,7,2,292,0.712328767,0,18,0.0,3,0,0,1,6577026,0,85.18518519,3,1
0,322,3,25.0,1,0.333333333,2.5,0.0,2,0.0,-1,0,0.02955665,3,2,203,0.97044335,0,9,0.0,2,0,0,0,96708,3,90.47619048,3,0
0,220,5,78.37837838,0,0.444444444,7.833333333,0.0,1,0.0,-1,1,0.066666667,17,17,135,0.933333333,8,21,6.0,6,0,4,0,495795,1,100.0,4,0
0,1780,4,33.33333333,1,0.0,6.0,0.0,2,0.0,4428,1,0.09375,15,3,64,0.90625,9,23,5.5,14,1,2,8,1059659,6,88.23529412,4,0
0,1606,2,0.0,0,0.0,9.25,0.0,2,0.0,2046,1,0.0,17,12,0,0.0,17,16,8.333333332999999,4,0,3,0,0,0,0.0,4,1
0,662,7,55.0,1,0.222222222,4.75,0.0,3,0.0,12123,0,0.06,13,3,150,0.94,13,13,4.857142857,16,0,1,6,1006,3,100.0,9,0
1,94,5,51.51515152,1,0.625,5.833333333,0.0,2,0.0,4288,1,0.140350877,11,3,114,0.859649123,11,15,6.25,6,0,3,0,218205,3,100.0,4,0
1,200,2,0.0,0,0.8235294120000001,5.555555556,0.028985507,3,0.0,7471,1,0.68,10,10,50,0.32,10,14,5.0,9,1,3,0,0,1,70.0,8,1
1,24,0,0.0,0,0.0,13.64285714,0.371559633,3,0.083333333,-1,1,0.5,64,5,6,0.5,64,12,14.30769231,14,4,2,1,0,5,50.0,6,1
0,2808,10,100.0,1,0.0,6.666666667,0.0,2,0.0,8516,0,0.643835616,9,3,146,0.356164384,9,16,9.0,3,0,9,0,8,4,22.22222222,3,0
1,333,5,0.0,0,0.214285714,5.75,0.051282051,2,0.1,6606,0,0.120689655,8,7,116,0.879310345,6,20,4.0,4,0,2,0,899,1,87.09677419,5,1
0,221,4,10.0,1,0.526315789,6.0,0.0,2,0.0,4161,0,0.31147541,9,3,61,0.68852459,0,17,0.0,2,0,0,0,405645,3,100.0,3,0
1,374,5,14.28571429,0,0.846153846,9.0,0.09375,2,0.130434783,7295,1,0.928571429,10,8,14,0.071428571,0,23,0.0,2,0,0,0,0,0,0.0,3,1
0,3416,6,42.85714286,1,0.5,6.0,0.0,2,0.0,7906,0,0.021052632,10,3,475,0.978947368,5,18,5.0,3,0,5,0,9378,3,94.73684211,4,0
0,193,1,100.0,1,0.0,7.5,0.0,2,0.0,-1,1,0.0,12,3,130,1.0,0,20,0.0,2,0,0,0,0,3,100.0,3,0
1,860,1,0.0,0,0.0,5.952380952,0.006329114,4,0.0,3157,1,0.0,16,3,1,1.0,15,38,5.529411765,21,2,1,7,0,4,100.0,8,1
1,0,1,0.0,1,0.0,15.33333333,0.0,2,0.0,-1,1,0.0,37,3,0,0.0,37,13,37.0,3,0,37,0,0,3,0.0,3,1
0,297,5,83.33333333,1,0.111111111,4.875,0.0,3,0.0,5911,1,0.290322581,10,3,31,0.709677419,10,16,5.8,8,0,3,4,86615,5,81.81818182,3,0
1,38,0,0.0,0,0.0,5.388888889,0.255144033,14,0.0,328,1,0.0,17,7,0,0.0,17,25,5.117647058999999,36,3,1,1,0,5,0.0,8,1
1,87,2,100.0,0,0.0,15.75,0.298701299,1,0.0,5756,1,0.033333333,32,19,30,0.966666667,32,23,14.66666667,4,0,2,0,0,3,100.0,5,1
1,25,0,100.0,1,0.0,7.428571429,0.161538462,5,0.0,3992,1,0.0,17,3,51,1.0,17,54,7.375,14,0,2,1,5697976,5,100.0,4,1
1,360,0,100.0,0,0.0,4.5,0.0,1,0.0,5,1,0.0,5,4,27,1.0,0,14,0.0,2,0,0,1,0,1,100.0,3,1
1,113,2,0.0,0,0.0,9.666666667,0.0,1,0.0,7192,1,0.0,20,20,0,0.0,6,24,4.5,3,0,3,0,0,0,0.0,5,1
1,25,0,100.0,0,0.0,7.833333333,0.151260504,4,0.0,3992,1,0.0,17,3,51,1.0,17,42,7.375,12,0,2,0,5697976,1,100.0,5,1
0,209,10,0.0,1,0.0,5.4,0.0,2,0.0,5635,0,0.442307692,11,3,52,0.557692308,11,15,5.666666667,5,0,1,0,2,3,65.21739129999999,3,0
0,225,2,6.25,1,0.6,8.5,0.0,2,0.0,1967,0,0.7894736840000001,14,3,19,0.210526316,0,22,0.0,2,0,0,0,7158525,3,100.0,3,0
1,82,0,70.27027027,0,0.0072202169999999,4.8,0.0,3,0.0,284,1,0.647196262,7,2,428,0.352803738,7,23,7.0,5,0,7,1,0,3,10.73825503,4,1
0,161,5,28.20512821,0,0.5476190479999999,5.5,0.0,2,0.0,10048,1,0.125748503,8,3,334,0.874251497,0,15,0.0,2,0,0,0,31916,0,72.0,3,0
1,125,0,0.0,0,0.0,6.25,0.0,2,0.0,1335,1,0.666666667,9,7,6,0.333333333,9,13,6.0,4,0,4,0,0,1,50.0,5,1
0,370,5,38.59649123,0,0.261904762,10.5,0.0,2,0.0,7299,1,0.954545455,13,8,44,0.045454545,0,26,0.0,2,0,0,0,0,0,0.0,3,0
1,595,3,0.0,0,0.0,8.0,0.0,3,0.0,3791,1,0.0,12,7,0,0.0,5,26,5.0,3,1,5,0,279260,0,0.0,4,1
1,2416,3,0.0,0,0.0,9.333333333,0.139534884,2,0.142857143,1967,1,0.75,20,3,4,0.25,20,14,20.0,3,0,20,0,4657,2,0.0,3,1
0,620,6,44.44444444,1,0.158730159,4.428571429,0.0,3,0.0,8145,0,0.368421053,9,3,171,0.6315789470000001,6,17,3.8,7,0,1,0,12364,3,30.95238095,5,0
1,25,0,100.0,0,0.0,8.363636364,0.170940171,4,0.0,3992,1,0.0,17,3,51,1.0,17,42,8.142857142999999,11,0,2,0,5697976,3,100.0,5,1
1,313,2,0.0,0,0.0,5.2,0.0,2,0.0,3340,1,0.0,9,9,0,0.0,5,13,4.25,5,0,4,0,0,0,0.0,5,1
1,231,0,0.0,0,0.0,9.5,0.0,2,0.0,134,1,0.0,15,4,1,1.0,0,24,0.0,2,0,0,0,0,1,0.0,2,1
0,905,7,73.38129496,0,0.27027027,4.714285714,0.0,2,0.0,7130,0,0.049932524,9,2,741,0.950067476,6,16,4.4,7,0,3,0,12,0,100.0,4,0
1,1051,8,0.0,0,0.0,9.5,0.0,2,0.0,5157,1,0.0,13,6,0,0.0,0,24,0.0,2,0,0,0,0,0,0.0,2,1
1,3473,4,61.70212766,0,0.390243902,6.166666667,0.037037037,2,0.0,7119,1,0.255451713,10,9,321,0.744548287,9,24,4.5,6,0,2,1,32633,1,7.692307692000001,5,0
0,0,3,27.27272727,1,0.0625,7.0,0.0,2,0.0,7421,0,0.32,11,3,50,0.68,0,18,0.0,2,0,0,0,728979,3,44.44444444,3,0
1,1048,8,0.0,1,0.666666667,4.166666667,0.054794521,4,0.0,5160,0,0.6,11,3,5,0.4,11,14,4.1,12,0,2,1,114,4,0.0,3,0
0,335,5,7.142857143,1,0.322580645,7.0,0.0,2,0.0,-1,1,0.326315789,11,3,95,0.673684211,0,19,0.0,2,0,0,0,28560,4,75.6097561,3,0
0,175,2,0.0,1,0.0,8.5,0.0,3,0.0,-1,1,0.111111111,14,3,18,0.8888888890000001,0,25,0.0,2,0,0,0,143848,3,100.0,3,0
1,100,6,14.28571429,1,0.571428571,3.875,0.0,2,0.0,9396,0,0.162790698,6,3,43,0.837209302,6,11,4.166666667,8,0,3,3,6879,4,92.30769231,5,0
0,124,2,0.0,0,0.0,5.75,0.0,2,0.0,606,1,0.5,10,4,2,0.5,6,19,4.5,4,0,3,0,1172123,1,50.0,4,1
0,578,4,30.0,1,0.066666667,7.0,0.0,2,0.0,7092,1,0.2,11,3,75,0.8,0,19,0.0,2,0,0,0,0,4,28.57142857,3,0
1,220,4,0.0,0,0.0,13.25,0.338235294,2,0.0,5990,1,0.166666667,32,8,18,0.833333333,32,22,18.0,4,0,4,0,187079,1,76.92307692,4,1
1,568,2,100.0,0,0.0,9.125,0.087912088,2,0.0,3815,1,0.0,15,7,13,1.0,13,36,8.6,8,0,6,1,0,3,100.0,4,1
1,166,2,0.0,1,0.0,8.0,0.0,2,0.0,199,1,0.0,18,3,0,0.0,3,26,3.0,3,0,3,0,0,4,0.0,4,1
1,-1,0,0.0,1,0.0,10.66666667,0.325,2,0.0,-1,1,0.0,32,3,0,0.0,32,14,13.5,6,0,3,0,0,7,0.0,4,1
1,25,0,100.0,0,0.0,8.25,0.144,4,0.0,3992,1,0.0,17,3,51,1.0,17,50,8.142857142999999,12,0,2,1,5707171,3,100.0,5,1
0,371,5,53.65853659,0,0.425925926,7.0,0.0,2,0.0,7298,1,0.590163934,9,5,183,0.409836066,0,35,0.0,4,0,0,2,1382862,0,31.25,3,0
1,215,0,100.0,0,0.0,5.666666667,0.02,2,0.058823529,3072,1,0.0,9,3,23,1.0,9,17,5.5,6,1,3,1,0,0,100.0,5,1
0,0,3,16.0,1,0.4166666670000001,5.0,0.0,2,0.0,5731,0,0.146341463,7,3,164,0.853658537,0,14,0.0,2,0,0,0,10466422,3,90.90909091,3,0
1,216,0,0.0,0,0.0,11.66666667,0.0,1,0.0,4175,1,0.0,28,28,0,0.0,5,32,3.5,3,2,2,1,0,0,0.0,4,1
0,643,7,60.0,1,0.0,5.0,0.2,2,0.0,7027,0,0.061135371,7,3,229,0.938864629,7,14,5.5,4,0,4,0,15325,4,100.0,4,0
0,905,7,64.17910448,0,0.625,5.833333333,0.0,2,0.0,7130,0,0.063492063,9,2,378,0.936507937,7,16,6.0,6,0,4,0,12,0,100.0,4,0
1,257,2,60.0,0,0.0,5.375,0.1,1,0.0,2300,1,0.454545455,10,8,22,0.545454545,7,22,4.166666667,8,2,2,2,0,1,40.0,7,1
1,184,4,0.0,1,0.0,4.714285714,0.054545455,4,0.0,4565,1,0.214285714,7,3,14,0.7857142859999999,7,13,5.0,7,0,3,2,7521365,4,83.33333333,6,1
1,25,0,100.0,0,0.0,8.25,0.144,4,0.0,3992,1,0.0,17,3,51,1.0,17,50,8.142857142999999,12,0,2,1,5697976,6,100.0,4,1
1,144,0,16.66666667,0,0.00877193,8.181818182,0.207207207,2,0.0,2048,1,0.926829268,32,11,123,0.073170732,32,15,7.9,11,3,2,1,0,4,3.846153846,10,1
0,306,4,69.23076923,1,0.444444444,6.142857143,0.036036036,2,0.0,3346,1,0.039823009,10,3,226,0.960176991,10,17,6.166666667,14,0,2,5,23006,5,76.92307692,10,0
1,723,1,0.0,1,0.0,10.0,0.24137931,3,0.0,8407,1,0.0,32,3,0,0.0,32,16,11.8,7,0,3,0,9678243,5,0.0,6,1
0,276,5,83.33333333,1,0.037735849,6.5,0.0,2,0.0,4106,1,0.392592593,10,3,135,0.6074074070000001,0,18,0.0,2,0,0,0,8362,3,63.63636364,3,0
1,335,0,0.0,0,0.0,13.0,0.0,1,0.0,396,1,0.0,13,13,0,0.0,0,17,0.0,1,0,0,0,0,1,0.0,3,1
1,0,3,0.0,0,0.0,8.0,0.185185185,2,0.0,2541,1,0.0,13,4,0,0.0,13,18,8.666666667000001,5,0,3,1,0,1,0.0,4,1
0,247,7,100.0,0,0.0,7.5,0.0,2,0.0,5231,1,0.0161290319999999,9,6,62,0.983870968,0,20,0.0,2,0,0,0,0,1,95.65217391,3,0
1,257,2,60.0,1,0.0,7.8,0.275510204,2,0.0,2300,1,0.454545455,32,3,22,0.545454545,32,26,8.142857142999999,10,2,2,2,0,4,40.0,9,1
0,51,2,0.0,1,0.111111111,7.5,0.0,2,0.0,3237,1,0.84375,12,3,64,0.15625,0,20,0.0,2,0,0,0,713698,4,17.64705882,2,0
1,301,0,0.0,1,0.0,11.83333333,0.360465116,4,0.0,-1,1,0.0,50,3,0,0.0,50,19,19.0,6,0,3,0,0,7,0.0,4,1
0,357,6,0.0,1,0.0,5.5,0.162162162,2,0.0,6217,1,0.458128079,9,3,203,0.541871921,6,16,5.0,4,0,4,0,337,3,0.0,5,0
1,70,0,0.0,0,0.0,5.857142857,0.0,1,0.0,2130,1,0.0,11,11,0,0.0,7,14,5.0,7,3,2,1,0,0,0.0,7,1
1,0,2,0.0,1,0.0,5.333333333,0.11627907,3,0.0,-1,1,0.0,16,3,29,1.0,15,23,4.5,12,3,2,1,0,5,100.0,10,1
1,136,3,26.08695652,0,0.727272727,7.0,0.04,3,0.0,3151,1,0.118918919,12,12,185,0.8810810809999999,9,16,5.75,5,0,3,0,0,3,95.91836735,4,1
1,149,3,100.0,0,1.0,4.666666667,0.139534884,3,0.0,7157,1,0.061538462,8,2,65,0.938461538,6,14,4.5,6,0,3,0,2272,1,86.66666667,5,0
0,216,2,100.0,1,0.0,3.0,0.0,2,0.0,1976,0,0.0,4,2,56,1.0,0,15,0.0,3,0,0,1,1029187,3,100.0,3,0
1,72,4,0.0,0,0.078947368,7.714285714,0.0,1,0.0,6137,1,0.327586207,13,13,116,0.6724137929999999,10,17,6.833333333,7,0,3,3,0,1,52.38095238,5,0
0,928,1,100.0,1,0.0,9.5,0.0,2,0.0,-1,0,0.666666667,16,3,12,0.333333333,0,24,0.0,2,0,0,0,784246,5,11.11111111,3,0
1,353,0,0.0,1,0.0,7.0,0.08,3,0.0,11,1,0.0,12,3,3,1.0,8,39,6.0,8,0,4,2,0,4,100.0,5,1
1,341,2,0.0,0,0.0,7.0,0.0,2,0.0,-1,1,0.0,16,16,0,0.0,3,19,2.5,3,0,2,0,0,0,0.0,3,1
1,122,6,0.0,0,0.0,6.5,0.025,3,0.0,1338,0,0.0,11,5,8,1.0,6,20,5.0,4,0,4,0,22211,0,100.0,3,1
1,312,0,0.0,1,0.0,3.75,0.0,2,0.0,2975,1,0.0,7,3,0,0.0,3,15,2.5,4,0,2,0,0,4,0.0,4,1
1,196,1,0.0,1,0.0,10.66666667,0.296296296,2,0.0,535,1,0.0,32,3,0,0.0,32,19,12.5,6,0,4,0,7375648,6,0.0,7,1
0,902,7,40.0,0,0.5,5.428571429,0.0,2,0.0,7133,0,0.048,9,2,125,0.952,9,16,5.4,7,0,2,0,12,0,100.0,4,0
1,60,2,0.0,0,0.0,5.4,0.0,3,0.0,3228,1,1.0,8,3,10,0.0,8,14,5.5,10,4,2,2,0,0,0.0,7,1
1,375,7,83.33333333,1,0.040816327,5.166666667,0.0,2,0.0,9121,0,0.259259259,8,3,189,0.740740741,8,12,6.0,6,0,3,2,48,3,14.28571429,4,0
0,282,3,0.0,1,0.0,4.357142857,0.166666667,3,0.0,8143,1,0.0,9,3,0,0.0,9,11,4.5,14,0,2,0,704437,4,0.0,6,0
1,290,0,0.0,0,0.0,11.66666667,0.329411765,4,0.0,-1,1,0.0,50,3,0,0.0,50,18,19.0,6,0,3,0,0,2,0.0,4,1
0,634,4,50.58823529,0,0.0625,14.5,0.0,2,0.0,5939,1,0.336842105,21,8,380,0.663157895,0,34,0.0,2,0,0,0,670999,0,85.41666667,2,1
0,134,5,64.28571429,0,0.1578947369999999,8.0,0.0,2,0.0,7615,1,0.422222222,16,10,90,0.577777778,10,31,6.75,10,0,1,6,2188,2,50.0,4,0
0,182,8,97.2027972,0,0.222222222,5.916666667,0.0,2,0.0,8217,1,0.040540541,10,7,222,0.959459459,10,21,5.5,12,0,2,1,213,2,88.46153846,10,0
1,0,0,0.0,0,0.0,6.5,0.0,3,0.0,-1,1,0.0,12,3,0,0.0,12,10,7.2,6,2,2,1,0,0,0.0,5,1
1,0,1,50.0,1,0.0,7.0,0.0,2,0.0,-1,0,0.307692308,11,3,13,0.692307692,0,18,0.0,2,0,0,0,0,3,80.0,3,0
0,2642,6,0.0,1,0.333333333,6.5,0.0,2,0.0,5028,1,0.083333333,10,3,36,0.916666667,0,18,0.0,2,0,0,0,9583,3,100.0,3,0
1,23,0,100.0,0,0.0,9.8,0.076923077,5,0.087719298,1804,1,0.0,21,3,4,1.0,0,57,0.0,5,1,0,0,0,1,100.0,3,1
0,165,2,55.55555556,0,0.5,6.333333333,0.03030303,1,0.083333333,-1,1,0.285714286,8,8,14,0.7142857140000001,7,12,5.5,3,0,4,1,2087703,0,100.0,3,0
0,129,2,71.42857143,1,0.102564103,5.0,0.0,2,0.0,-2,0,0.4875,7,3,80,0.5125,0,15,0.0,2,0,0,0,167733,3,42.30769231,3,0
0,732,1,26.92307692,1,0.0,6.0,0.0,3,0.0,-1,1,0.674418605,9,3,43,0.325581395,0,20,0.0,2,0,0,0,3520923,3,100.0,3,0
0,1658,0,70.0,1,0.75,5.5,0.0,2,0.0,3091,1,0.25,8,3,32,0.75,0,16,0.0,2,0,0,0,0,3,83.33333333,3,0
1,144,0,16.66666667,0,0.00877193,9.222222222,0.223300971,1,0.0,2048,1,0.926829268,32,11,123,0.073170732,32,15,9.0,9,3,2,1,0,4,3.846153846,10,1
0,2807,10,100.0,1,0.0,8.333333332999999,0.0,2,0.0,8517,0,0.573643411,14,3,129,0.426356589,14,16,14.0,3,0,14,0,8,4,26.66666667,3,0
1,280,1,100.0,0,0.0,6.363636364,0.0,2,0.0,1546,1,0.25,9,7,4,0.75,9,11,6.3,11,0,3,6,9488655,3,0.0,5,0
0,902,7,75.51020408,0,0.472222222,5.4,0.0,2,0.0,7133,0,0.060708263,9,2,593,0.939291737,7,16,5.333333333,5,0,4,0,12,1,100.0,4,0
0,2047,7,0.0,0,0.0,8.0,0.0,2,0.0,3066,0,0.125,8,8,32,0.875,0,21,0.0,2,0,0,0,3617,1,87.5,3,0
0,162,5,50.0,1,0.148148148,7.5,0.1555555559999999,2,0.0,7874,1,0.134328358,18,3,201,0.865671642,7,26,4.5,4,0,2,0,1457,6,42.10526316,3,0
1,0,0,0.0,0,0.0,5.0,0.0,1,0.0,-1,1,0.0,9,9,0,0.0,1,12,1.0,2,0,1,0,0,0,0.0,4,1
1,374,5,14.28571429,0,0.230769231,9.0,0.09375,2,0.130434783,7295,1,0.928571429,10,8,14,0.071428571,0,23,0.0,2,0,0,0,0,1,0.0,3,1
1,2160,5,0.0,0,0.0,12.5,0.0,2,0.0,8431,1,0.0,16,9,6,1.0,0,30,0.0,2,0,0,0,0,1,100.0,3,0
1,214,4,0.0,1,0.036363636,7.166666667,0.0,3,0.0,8919,1,0.244444444,17,3,225,0.7555555559999999,7,25,5.75,6,0,4,0,332188,6,33.33333333,4,0
1,222,2,0.0,1,0.0,6.428571429,0.0,4,0.0,2335,1,0.0,21,3,0,0.0,7,29,4.2,7,2,3,0,0,4,0.0,4,1
0,79,7,66.66666667,0,0.117647059,6.142857143,0.081967213,1,0.0,9052,0,0.2,9,9,85,0.8,8,13,5.666666667,7,1,3,3,2790,1,50.0,6,0
1,1164,3,0.0,0,0.0,4.6,0.0,2,0.0,6153,1,0.0,7,7,0,0.0,5,10,4.0,5,0,3,0,0,0,0.0,5,1
0,393,2,86.84210526,0,0.5555555560000001,7.5,0.0,1,0.0,4812,0,0.00678733,9,9,1326,0.99321267,8,12,7.2,6,0,6,0,287489,1,73.33333333,4,0
0,1266,6,20.0,1,0.230769231,5.666666667,0.0,2,0.0,9325,0,0.121495327,8,3,107,0.878504673,6,16,6.0,3,0,6,0,1394,3,66.66666667,4,0
0,36,4,13.04347826,1,0.1875,5.0,0.0,2,0.0,1059,1,0.155339806,7,3,206,0.844660194,0,15,0.0,2,0,0,0,629814,4,76.0,3,0
1,364,0,100.0,1,0.0,5.0,0.0,7,0.0,1,1,0.115384615,19,3,26,0.884615385,4,33,2.5,7,0,1,0,0,4,75.0,3,1
0,374,3,16.66666667,1,0.210526316,4.0,0.0,2,0.0,7542,0,0.10326087,5,3,184,0.89673913,0,13,0.0,2,0,0,0,543661,3,70.83333333,3,0
0,197,6,34.21052632,1,0.253731343,6.8,0.0,2,0.0,7839,0,0.238434164,10,3,281,0.7615658359999999,10,23,8.5,5,0,7,1,606,4,31.25,4,0
1,292,1,30.0,0,0.153846154,5.0,0.0,1,0.0,1899,1,0.097744361,9,9,133,0.902255639,5,13,3.0,3,2,1,0,507771,0,94.91525424,4,1
0,253,0,0.0,1,0.0,5.666666667,0.096774194,2,0.15,111,1,0.0,12,3,14,1.0,2,20,2.0,3,0,2,0,2847770,3,100.0,4,1
0,0,4,0.0,0,0.0,5.75,0.0,4,0.0,-1,1,0.0,12,2,0,0.0,12,12,7.8,8,0,3,0,15992,8,0.0,6,0
0,903,7,67.45283019,0,0.304347826,5.0,0.0,2,0.0,7132,0,0.060900265,9,2,1133,0.939099735,5,16,4.666666667,5,0,4,0,12,0,100.0,4,0
1,827,0,20.83333333,1,0.046511628,6.2,0.195652174,2,0.0,2824,0,0.701086957,13,3,184,0.298913043,8,21,5.0,5,0,1,0,0,3,23.52941176,5,1
1,127,2,0.0,1,0.0,4.777777778,0.030769231,2,0.0,603,1,0.0,8,3,0,0.0,8,15,4.714285714,9,0,1,0,0,3,0.0,6,1
0,231,5,100.0,1,0.0,6.285714286,0.0,3,0.0,6708,0,0.272030651,10,3,261,0.7279693490000001,10,17,6.4,7,0,4,3,67890,6,20.93023256,3,0
1,0,1,0.0,0,0.0,11.8,0.192307692,2,0.0,4377,1,0.0,32,7,0,0.0,32,14,13.0,5,0,3,0,0,3,0.0,4,1
1,217,5,25.0,0,0.277777778,5.714285714,0.051724138,5,0.125,5627,1,0.818181818,17,1,22,0.181818182,17,24,7.666666667,7,0,3,0,0,1,0.0,3,1
0,0,2,75.0,1,0.0,6.0,0.0,2,0.0,-1,1,0.114285714,9,3,70,0.8857142859999999,0,30,0.0,4,0,0,2,0,3,0.0,3,0
0,0,4,46.15384615,1,0.142857143,4.0,0.0,2,0.0,8854,1,0.040697674,5,3,172,0.959302326,0,12,0.0,2,0,0,0,330836,3,100.0,3,0
1,236,0,0.0,0,0.0,5.75,0.0,4,0.0,129,1,0.0,8,3,0,0.0,0,30,0.0,4,0,0,0,0,0,0.0,2,1
1,616,3,0.0,0,0.0,6.666666667,0.0,2,0.0,7419,1,0.0,9,9,0,0.0,7,15,5.5,3,0,4,0,0,0,0.0,5,1
0,2186,7,25.92592593,0,0.375,5.0,0.150943396,1,0.0,5484,1,0.19047619,8,8,168,0.80952381,8,12,4.5,7,0,2,2,1338,1,61.53846154,7,0
0,83,4,72.72727273,1,0.75,9.5,0.0,2,0.0,-1,1,0.121212121,16,3,33,0.8787878790000001,0,24,0.0,2,0,0,0,461672,3,88.88888889,3,0
1,2430,3,0.0,0,0.0,7.0,0.057692308,2,0.0,1953,1,0.0,10,3,0,0.0,10,14,9.0,5,0,8,0,4365,3,0.0,3,1
1,371,5,0.0,0,0.0,11.0,0.085714286,2,0.111111111,7298,1,0.681818182,14,8,22,0.318181818,0,27,0.0,2,0,0,0,0,1,50.0,3,1
1,0,0,0.0,0,0.0,16.11111111,0.06097561,2,0.0,1282,1,0.0,92,7,0,0.0,92,24,17.85714286,9,2,3,1,0,1,0.0,5,1
1,362,0,100.0,1,0.0,5.333333333,0.020833333,3,0.0,3,1,0.166666667,15,3,18,0.833333333,5,23,3.5,6,1,1,0,0,4,83.33333333,3,1
0,3131,5,55.55555556,1,0.090909091,7.090909091,0.01010101,3,0.0,7455,1,0.111111111,18,3,99,0.8888888890000001,18,25,7.375,11,0,3,3,0,4,66.66666667,6,0
0,724,4,67.85714286,1,0.0625,8.0,0.0,3,0.0,5119,1,0.095522388,23,3,335,0.904477612,9,31,6.333333333,8,0,4,1,41424,3,96.62921348,6,0
1,96,2,100.0,0,0.0,6.333333333,0.0,2,0.0,1731,1,0.833333333,12,12,18,0.166666667,7,16,5.2,6,0,4,0,2301844,1,0.0,6,1
0,786,4,0.0,0,0.0,9.5,0.0,2,0.0,5058,1,0.227272727,12,7,22,0.772727273,0,24,0.0,2,0,0,0,77435,3,75.0,3,1
0,228,1,20.58823529,1,0.285714286,9.5,0.0,2,0.0,2329,1,0.571428571,16,3,49,0.428571429,0,24,0.0,2,0,0,0,3474559,3,75.0,3,0
1,14,0,100.0,1,0.0,7.916666667,0.165289256,5,0.0,4004,1,0.0,17,3,4,1.0,17,46,8.142857142999999,12,0,2,0,5828815,4,100.0,4,1
1,669,4,21.42857143,0,0.133333333,7.4,0.0,3,0.0,-1,1,0.115384615,12,12,130,0.884615385,10,18,6.25,5,0,4,0,8902890,2,95.65217391,5,1
1,131,0,97.2972973,0,1.0,3.625,0.0,3,0.0,2791,1,0.012820513,8,4,78,0.987179487,8,10,3.571428571,8,2,1,2,9050107,0,100.0,7,1
1,72,4,0.0,0,0.0,9.333333333,0.023255814,2,0.041666667,6867,1,0.085714286,12,7,35,0.914285714,9,24,9.0,3,0,9,0,306936,0,94.11764706,4,1
1,159,0,0.0,0,0.0,6.333333333,0.0,1,0.0,3493,1,0.0,8,8,0,0.0,7,11,5.5,3,0,4,0,0,0,0.0,5,1
1,0,1,0.0,0,1.0,4.0,0.0,2,0.0,-1,1,0.142857143,8,2,7,0.857142857,0,27,0.0,4,1,0,2,77586,1,100.0,3,1
1,228,5,25.0,0,0.176470588,4.625,0.018181818,5,0.034482759,5616,1,0.80952381,12,1,21,0.19047619,7,29,3.75,8,3,2,1,0,2,0.0,4,1
1,633,5,10.84337349,1,0.0,7.6,0.037735849,2,0.0,6672,1,0.419811321,11,3,212,0.580188679,10,19,8.0,5,0,7,0,6923,3,64.70588235,4,0
0,901,7,70.14925373,0,0.35,5.571428571,0.0,2,0.0,7133,0,0.029154519,9,2,686,0.970845481,7,16,5.6,7,0,4,0,12,1,100.0,4,0
