google_index,page_rank,nb_hyperlinks,web_traffic,nb_www,domain_age,ratio_extHyperlinks,longest_word_path,phish_hints,ratio_intHyperlinks,safe_anchor,ratio_digits_url,longest_words_raw,length_hostname,links_in_tags,avg_word_path,length_words_raw,char_repeat,domain_registration_length,ratio_extRedirection,shortest_word_host,ratio_digits_host,nb_slash,shortest_word_path,domain_in_title,nb_dots,nb_hyphens,avg_words_raw,status
0,3,0,1096263,0,7685,0.0,3,0,0.0,0.0,0.0,7,14,0.0,3.0,2,0,386,0.0,7,0.0,4,3,1,2,0,5.0,0
0,0,14,2851324,1,112,0.0,2,0,1.0,0.0,0.09375,12,20,100.0,2.0,3,3,252,0.0,3,0.15,4,2,1,2,0,5.666666667,1
1,7,38,33,1,8941,0.0,8,0,1.0,100.0,0.0,8,12,100.0,6.5,6,3,192,0.0,3,0.0,4,5,0,2,2,5.5,0
1,6,8,22211,0,1338,0.0,3,0,1.0,0.0,0.216216216,11,25,100.0,3.0,3,2,122,0.0,10,0.32,3,3,0,2,0,8.0,1
0,2,0,6974,0,3509,0.0,16,0,0.0,0.0,0.317829457,32,73,0.0,8.6,10,6,144,0.0,3,0.479452055,6,3,1,5,1,10.8,1
1,4,0,0,0,3017,0.0,9,0,0.0,0.0,0.0,13,17,0.0,6.25,5,1,270,0.0,13,0.0,4,3,1,1,3,7.6,0
1,0,0,0,1,187,0.0,9,0,0.0,0.0,0.081632653,11,19,0.0,6.666666667,5,3,179,0.0,3,0.0,4,4,1,3,0,6.8,1
0,2,134,2320287,1,3419,0.492537313,0,0,0.5074626870000001,83.33333333,0.0,10,18,20.83333333,0.0,2,3,248,0.0,3,0.0,3,0,0,2,0,6.5,0
0,3,9,600126,0,-1,0.5555555560000001,0,0,0.444444444,0.0,0.0,8,11,66.66666667,0.0,1,0,0,0.0,8,0.0,3,0,1,1,0,8.0,0
0,4,38,665238,0,7650,0.657894737,0,0,0.342105263,0.0,0.0,3,6,57.14285714,0.0,1,0,0,0.4,3,0.0,3,0,0,1,0,3.0,0
0,4,167,531106,1,-1,0.035928144,0,0,0.964071856,87.75510204,0.0,14,21,100.0,0.0,2,3,0,0.0,3,0.0,3,0,1,2,0,8.5,0
1,5,21,14674,1,7603,0.0,23,1,1.0,0.0,0.0,23,15,100.0,5.5,16,5,797,0.0,3,0.0,7,2,1,3,0,5.4375,0
1,0,4,0,0,-1,0.0,4,0,1.0,100.0,0.238095238,5,8,100.0,4.0,2,2,0,0.0,5,0.25,4,4,1,1,0,4.5,1
0,5,107,3535732,1,9173,0.0,0,0,1.0,100.0,0.0,7,15,100.0,0.0,2,3,1053,0.0,3,0.0,3,0,1,2,0,5.0,0
0,4,26,4046162,0,2695,0.076923077,0,0,0.923076923,0.0,0.043478261,6,16,100.0,0.0,2,0,226,0.5,6,0.0625,2,0,1,2,0,6.0,0
0,5,76,240533,0,4160,0.684210526,6,0,0.315789474,28.57142857,0.072289157,7,11,20.0,3.846153846,14,4,222,0.019230769,7,0.0,5,2,0,1,11,4.071428571,0
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.066666667,9,22,0.0,0.0,2,0,374,0.846153846,8,0.090909091,2,0,1,2,0,8.5,1
0,7,853,12,0,7131,0.055099648,7,0,0.944900352,71.51515152,0.0,9,16,100.0,4.5,6,0,904,0.468085106,2,0.0,4,3,0,2,0,4.833333333,0
1,0,0,0,0,-1,0.0,6,1,0.0,0.0,0.25,6,13,0.0,2.4,14,0,0,0.0,2,0.7692307690000001,4,1,1,4,0,2.428571429,1
0,5,244,3629,1,8708,0.012295082,10,0,0.987704918,76.92307692,0.0,10,18,100.0,10.0,4,3,1883,0.0,3,0.0,4,10,0,2,0,8.25,0
0,5,1,22046,1,12203,1.0,28,0,0.0,0.0,0.0,28,14,0.0,9.8,8,3,890,0.0,3,0.0,6,4,1,4,0,7.25,0
0,3,81,471755,1,8422,0.037037037,0,0,0.962962963,100.0,0.0,6,22,95.83333333,0.0,4,3,1803,0.0,2,0.0,3,0,1,2,2,3.75,0
1,5,0,0,0,5626,0.0,0,0,0.0,0.0,0.115384615,36,69,0.0,0.0,6,3,218,0.0,1,0.130434783,3,0,1,4,2,10.0,1
1,0,4,0,1,3639,0.0,4,0,1.0,100.0,0.0,17,25,100.0,2.4,7,3,13,0.0,3,0.0,6,1,1,2,2,4.571428571,1
1,0,73,5008870,1,152,0.109589041,32,0,0.8904109590000001,87.80487805,0.3125,32,27,85.71428571,14.0,5,7,214,0.375,3,0.0,4,3,1,3,0,12.8,1
0,4,118,9627807,1,-1,0.025423729,0,0,0.974576271,95.45454545,0.0,12,23,80.0,0.0,2,3,0,0.666666667,3,0.0,3,0,1,3,0,7.5,0
0,3,406,1099626,1,4537,0.036945813,0,0,0.963054187,63.63636364,0.0,16,24,100.0,0.0,2,3,1818,0.066666667,3,0.0,3,0,1,2,0,9.5,0
1,4,13,460221,1,4973,0.153846154,7,0,0.846153846,0.0,0.023255814,16,24,100.0,5.0,4,3,141,0.0,3,0.0,3,3,1,3,0,7.25,0
0,4,126,538542,1,3052,0.03968254,0,0,0.96031746,40.0,0.0,20,28,93.75,0.0,2,3,3157,0.4,3,0.0,3,0,1,2,0,11.5,0
0,4,12,244386,0,3596,0.083333333,0,1,0.916666667,0.0,0.0,10,24,80.0,0.0,2,1,1151,0.0,9,0.0,2,0,1,2,0,9.5,0
0,4,130,207870,1,3469,0.046153846,0,0,0.953846154,50.0,0.0,7,15,94.44444444,0.0,2,3,184,0.5,3,0.0,3,0,0,2,0,5.0,0
0,1,266,0,1,2652,0.180451128,0,0,0.819548872,0.0,0.0,9,16,23.33333333,0.0,2,3,635,0.041666667,3,0.0,3,0,0,2,0,6.0,0
1,0,0,126941,0,322,0.0,53,4,0.0,0.0,0.0,53,38,0.0,14.8,7,7,43,0.0,12,0.0,6,2,1,2,1,15.28571429,1
0,3,28,0,0,4489,0.107142857,0,1,0.892857143,0.0,0.0,8,18,90.90909091,0.0,2,1,258,0.0,5,0.0,3,0,1,2,0,6.5,1
0,7,137,3706,1,7611,0.299270073,11,0,0.700729927,10.25641026,0.0,11,13,94.11764706,5.857142857,9,4,1154,0.146341463,3,0.0,3,2,0,2,6,5.444444444,0
1,6,1,35701,0,-1,1.0,6,0,0.0,0.0,0.0,6,4,0.0,6.0,2,0,0,2.0,1,0.0,3,6,1,1,0,3.5,1
1,4,168,461551,1,7233,0.321428571,2,0,0.6785714290000001,83.33333333,0.0,12,20,28.57142857,2.0,4,4,72,0.0,3,0.0,4,2,1,2,1,4.75,0
0,0,19,0,0,-1,0.842105263,0,0,0.1578947369999999,14.28571429,0.0,13,16,0.0,0.0,1,0,0,0.0,13,0.0,2,0,1,1,0,13.0,0
1,6,8,22211,0,1338,0.0,3,0,1.0,0.0,0.216216216,11,25,100.0,3.0,3,1,122,0.0,10,0.32,4,3,0,2,0,8.0,1
0,6,8,22211,0,1338,0.0,6,0,1.0,0.0,0.025641026,11,20,100.0,5.0,4,0,122,0.0,5,0.0,3,4,0,3,0,6.5,1
1,8,416,73,0,9803,0.036057692,5,0,0.963942308,50.0,0.035714286,7,15,90.47619048,5.0,3,1,2249,0.266666667,3,0.0,3,5,0,2,0,5.0,0
1,5,0,13076,0,9239,0.0,9,0,0.0,0.0,0.053571429,9,17,0.0,7.0,6,2,259,0.0,5,0.0,5,4,1,3,0,6.666666667,0
0,3,130,0,1,5093,0.153846154,0,0,0.846153846,65.11627907,0.0,11,19,87.5,0.0,2,4,21,0.2,3,0.0,3,0,1,2,0,7.0,0
1,6,4,3866,0,7100,0.0,8,1,1.0,100.0,0.162162162,15,28,100.0,6.4,7,1,205,0.0,8,0.107142857,6,3,1,3,1,7.857142857,1
1,0,1,0,0,4757,0.0,10,1,1.0,100.0,0.0,20,23,0.0,6.2,6,4,5,0.0,20,0.0,7,3,1,1,0,8.5,1
0,6,218,689,1,6257,0.123853211,7,0,0.8761467890000001,55.17241379,0.0,17,25,61.53846154,7.0,3,4,2508,0.0,3,0.0,3,7,1,2,0,9.0,0
1,0,38,0,0,778,0.578947368,8,3,0.421052632,11.11111111,0.056338028,15,24,42.85714286,5.5,8,0,318,0.227272727,4,0.0,8,2,1,2,1,6.5,1
1,8,5,115,1,5160,0.6,14,0,0.4,0.0,0.051948052,14,14,0.0,4.5,12,4,1048,0.666666667,3,0.0,3,2,0,4,1,4.5,0
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.0,10,23,0.0,0.0,2,0,374,0.230769231,8,0.0,2,0,1,2,0,9.0,1
0,3,2,0,1,6240,0.5,0,0,0.5,0.0,0.0,8,16,0.0,0.0,2,5,2160,1.0,3,0.0,3,0,1,2,0,5.5,0
1,0,23,0,0,-1,0.173913043,7,0,0.826086957,100.0,0.01754386,13,16,75.0,4.666666667,7,0,0,0.0,13,0.0,5,3,1,2,0,5.857142857,1
1,0,21,136428,0,1080,0.80952381,0,0,0.19047619,25.0,0.0,12,29,0.0,0.0,3,0,381,0.176470588,6,0.0,3,0,1,2,1,8.0,1
1,4,0,1883895,1,8872,0.0,13,0,0.0,0.0,0.047619048,13,13,0.0,6.75,10,4,2450,0.0,3,0.0,5,3,1,3,0,6.2,0
1,2,3,0,0,1658,0.0,64,2,1.0,0.0,0.349794239,64,60,100.0,18.55555556,17,15,0,0.0,2,0.016666667,3,3,1,5,5,12.58823529,1
1,3,67,2336,0,7159,0.059701493,6,0,0.940298507,100.0,0.139534884,8,14,86.66666667,4.5,6,0,147,1.0,2,0.0,5,3,1,3,0,4.666666667,0
0,4,47,9400344,1,2925,0.127659574,0,0,0.872340426,100.0,0.0,15,23,60.0,0.0,2,3,361,0.0,3,0.0,3,0,1,2,0,9.0,0
1,2,0,7115751,1,3339,0.0,4,1,0.0,0.0,0.0,9,17,0.0,3.166666667,8,3,1409,0.0,3,0.0,5,1,1,3,1,3.875,1
1,0,4,0,0,-1,0.0,7,1,1.0,100.0,0.023809524,10,17,100.0,4.666666667,4,0,135,0.0,10,0.0,5,2,1,2,1,6.0,1
1,4,0,50436,0,5783,0.0,32,0,0.0,0.0,0.316455696,32,22,0.0,11.5,6,3,61,0.0,7,0.272727273,3,3,1,2,0,10.5,1
0,3,502,2112856,1,2756,0.013944223,0,0,0.986055777,97.05882353,0.0,10,17,50.0,0.0,2,3,165,0.285714286,3,0.0,3,0,0,2,0,6.5,0
1,0,4,5816617,1,4003,0.0,17,0,1.0,100.0,0.12195122,17,46,100.0,7.375,13,6,15,0.0,3,0.0,4,2,1,5,0,7.461538462,1
1,6,8,22211,0,1338,0.0,3,0,1.0,0.0,0.210526316,11,25,100.0,3.0,3,1,122,0.0,10,0.32,4,3,0,2,0,8.0,1
1,0,5,0,0,3229,0.6,0,0,0.4,0.0,0.196078431,13,43,0.0,0.0,5,1,59,0.0,3,0.23255814,3,0,1,3,2,7.0,1
1,0,16,0,0,2783,0.0625,11,1,0.9375,100.0,0.0,11,15,75.0,5.375,10,1,139,0.0,3,0.0,5,3,1,3,1,5.3,1
0,3,225,226699,1,-1,0.035555556,5,0,0.964444444,36.36363636,0.073170732,14,22,96.42857143,4.5,4,3,1305,0.25,3,0.0,5,4,1,2,0,6.5,0
1,0,27,0,0,-1,0.222222222,8,2,0.7777777779999999,33.33333333,0.0,8,23,100.0,5.25,8,3,0,0.666666667,2,0.0,6,2,1,1,5,4.625,1
0,5,102,13812,1,-1,0.078431373,10,0,0.921568627,0.0,0.0,10,18,33.33333333,6.0,6,5,50,0.125,3,0.0,3,2,1,3,2,6.166666667,0
1,0,184,0,0,8,0.086956522,0,0,0.913043478,46.15384615,0.0,5,12,91.66666667,0.0,2,1,357,0.625,2,0.0,2,0,1,1,1,3.5,1
1,0,17,0,0,-1,0.882352941,17,1,0.117647059,0.0,0.169811321,17,45,0.0,8.0,11,3,146,0.0,2,0.0,5,3,1,4,3,7.727272727000001,1
1,0,13,0,0,-1,0.0,5,1,1.0,0.0,0.264705882,5,12,100.0,3.0,11,0,0,0.0,2,0.75,3,2,1,4,1,2.727272727,1
1,0,51,5707171,0,3992,0.0,17,0,1.0,100.0,0.144,17,50,100.0,8.142857142999999,12,6,25,0.0,3,0.0,4,2,1,4,1,8.25,1
1,0,5,0,0,1087,0.0,8,0,1.0,0.0,0.0,10,19,0.0,3.8,7,0,8,0.0,5,0.0,3,1,1,4,0,4.857142857,1
1,1,0,0,0,4376,0.0,32,0,0.0,0.0,0.180555556,32,14,0.0,15.66666667,4,3,0,0.0,7,0.0,4,3,1,2,0,13.5,1
0,4,192,113965,1,6220,0.239583333,0,0,0.760416667,12.5,0.0,17,25,75.0,0.0,2,3,355,0.195652174,3,0.0,3,0,0,2,0,10.0,0
1,3,118,2025445,1,2539,0.059322034,9,3,0.940677966,0.0,0.0,22,30,75.0,6.0,7,3,383,0.142857143,3,0.0,7,2,1,2,1,7.857142857,1
1,0,4,5816617,0,4003,0.0,17,0,1.0,100.0,0.1875,17,50,100.0,7.375,13,4,14,0.0,3,0.0,5,2,1,4,1,7.769230769,1
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.0,15,28,0.0,0.0,2,0,374,0.846153846,8,0.0,2,0,1,2,0,11.5,1
0,1,107,3830391,1,1527,0.065420561,7,2,0.934579439,100.0,0.0,14,22,82.60869565,4.8,7,4,298,0.0,3,0.0,5,3,1,4,0,5.857142857,1
1,0,92,0,0,227,0.02173913,75,0,0.97826087,33.33333333,0.121212121,75,11,100.0,39.0,3,1,138,0.0,7,0.0,5,3,1,1,0,28.33333333,1
1,0,12,0,0,5193,0.75,8,0,0.25,0.0,0.0,11,48,16.66666667,5.5,7,4,286,0.0,5,0.0,3,3,1,3,3,7.285714286,1
0,3,35,2586888,1,3952,0.7428571429999999,12,0,0.257142857,10.52631579,0.038961039,14,22,57.14285714,6.833333333,8,3,66,0.653846154,3,0.1363636359999999,5,4,1,2,4,7.25,0
1,5,170,3993,1,7840,0.1,8,0,0.9,14.28571429,0.012987013,8,16,0.0,4.3,12,3,1290,0.117647059,3,0.0,6,2,0,3,0,4.5,0
1,0,22,0,1,284,0.045454545,11,3,0.954545455,0.0,0.0,24,32,87.5,6.222222222,11,3,447,0.0,3,0.0,7,2,1,3,1,7.545454545,1
1,0,4,5816617,0,4003,0.0,17,0,1.0,100.0,0.218487395,17,42,100.0,7.375,12,6,15,0.0,3,0.0,5,2,1,4,0,7.833333333,1
0,5,209,6843,1,6668,0.425837321,10,0,0.574162679,10.84337349,0.0,11,19,64.70588235,9.5,4,4,636,0.0,3,0.0,4,9,1,2,0,8.25,0
1,0,0,0,0,8683,0.0,7,0,0.0,0.0,0.0,7,10,0.0,4.75,5,0,82,0.0,6,0.0,5,4,1,2,0,5.0,1
1,2,0,318914,0,-1,0.0,32,0,0.0,0.0,0.481481481,32,13,0.0,32.0,3,4,1133,0.0,2,0.0,4,32,1,2,0,13.66666667,1
0,1,27,3186834,1,1038,0.481481481,0,0,0.518518519,100.0,0.0,5,16,81.25,0.0,3,3,58,0.0,2,0.0,3,0,1,2,1,3.333333333,0
1,0,31,0,0,2777,0.387096774,16,0,0.612903226,100.0,0.191011236,16,26,60.0,7.411764706,21,5,144,0.166666667,2,0.0,5,1,1,4,8,6.904761905,1
1,2,67,247225,1,3044,0.134328358,5,0,0.865671642,53.33333333,0.0,10,18,33.33333333,4.0,4,4,242,0.444444444,3,0.0,4,3,1,2,0,5.25,1
0,6,35,56198,0,7621,0.257142857,0,0,0.7428571429999999,0.0,0.0,21,35,72.0,0.0,2,3,50,0.0,9,0.0,3,0,1,2,0,15.0,1
1,4,118,326140,1,8465,0.110169492,7,0,0.889830508,46.66666667,0.0,10,18,50.0,5.8,7,3,1397,0.384615385,3,0.0,5,5,1,2,2,6.0,0
1,1,0,0,0,3763,0.0,32,1,0.0,0.0,0.288135593,32,15,0.0,17.0,3,4,254,0.0,11,0.0,5,2,1,1,0,15.0,1
0,0,6,0,0,-1,0.333333333,0,0,0.666666667,0.0,0.117647059,6,9,100.0,0.0,1,1,896,1.0,6,0.222222222,3,0,1,1,0,6.0,1
0,8,5,0,0,5159,0.6,0,0,0.4,0.0,0.0,22,33,0.0,0.0,2,0,1049,0.666666667,6,0.0,2,0,0,2,0,14.0,0
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.1,10,23,0.0,0.0,2,1,374,0.230769231,8,0.130434783,2,0,1,2,0,9.0,1
0,4,90,142338,1,2910,0.244444444,0,0,0.7555555559999999,48.0,0.0,7,15,68.75,0.0,2,3,12,0.181818182,3,0.0,3,0,0,2,0,5.0,0
1,2,0,0,1,7957,0.0,8,0,0.0,0.0,0.0,12,20,0.0,7.0,6,3,1173,0.0,3,0.0,5,6,0,2,2,7.166666667,0
1,2,0,0,1,-1,0.0,8,3,0.0,0.0,0.058823529,8,22,0.0,5.333333333,9,4,0,0.0,3,0.0,6,2,1,3,2,5.444444444,1
1,5,108,10626,1,8973,0.018518519,12,0,0.981481481,95.0,0.019607843,12,15,88.88888889,6.25,6,3,1913,0.0,4,0.066666667,3,3,0,3,2,5.833333333,0
1,5,21,0,0,5627,0.80952381,0,0,0.19047619,25.0,0.211538462,27,44,0.0,0.0,4,1,216,0.294117647,1,0.25,3,0,1,4,0,9.25,1
1,4,74,179705,0,3698,0.0,0,1,1.0,100.0,0.272727273,11,25,100.0,0.0,3,1,1049,0.0,2,0.36,3,0,1,3,0,6.333333333,1
0,7,820,12,0,7132,0.052439024,9,0,0.947560976,68.61313869,0.0,9,16,100.0,6.0,6,0,903,0.279069767,2,0.0,4,2,0,2,0,5.833333333,0
0,5,210,4114,1,7837,0.071428571,8,0,0.928571429,0.0,0.0,8,16,0.0,4.75,10,3,1294,0.0,3,0.0,6,2,0,2,0,4.9,0
0,6,403,684,1,6260,0.0694789079999999,6,0,0.930521092,53.33333333,0.0,17,25,61.53846154,6.0,3,4,2505,0.107142857,3,0.0,3,6,1,2,0,8.666666667000001,0
0,5,289,16226,1,8466,0.076124567,9,0,0.923875433,34.782608700000004,0.0,13,24,89.18918919,9.0,3,4,665,0.363636364,3,0.0,3,9,1,3,0,8.333333332999999,0
0,5,76,180067,1,8768,0.552631579,0,0,0.447368421,42.85714286,0.0,17,25,60.0,0.0,2,3,1092,0.023809524,3,0.0,3,0,1,2,0,10.0,0
0,7,798,12,0,7133,0.211779449,10,0,0.788220551,56.44329897,0.0,10,16,100.0,6.333333333,8,0,902,0.289940828,2,0.0,4,4,0,2,0,6.125,0
1,4,26,383748,1,3262,0.961538462,10,0,0.038461538,0.0,0.0,10,10,0.0,6.666666667,6,3,26,0.0,1,0.0,4,4,1,2,1,4.166666667,1
1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.03030303,10,26,0.0,0.0,4,0,364,0.0,1,0.038461538,2,0,1,1,3,4.75,1
1,5,565,11963,1,8645,0.042477876,8,0,0.957522124,73.07692308,0.0,10,18,94.28571429,6.666666667,5,3,119,0.083333333,3,0.0,4,6,0,2,1,6.6,0
1,2,22,0,0,3750,0.045454545,64,2,0.954545455,100.0,0.323809524,64,18,50.0,14.33333333,13,14,268,0.0,14,0.0,6,2,1,2,0,14.30769231,1
1,2,4,4484551,1,2074,1.0,13,3,0.0,0.0,0.045454545,13,19,0.0,5.5,8,4,118,0.0,3,0.0,6,2,1,3,1,5.875,1
0,3,94,6595652,1,4110,0.0,9,0,1.0,100.0,0.016393443,9,15,100.0,5.5,8,4,273,0.0,3,0.0,5,2,1,3,0,5.5,0
0,7,238,413,0,8455,0.172268908,7,0,0.8277310920000001,73.46938776,0.327586207,8,17,94.11764706,3.857142857,9,3,309,0.926829268,4,0.0,5,1,0,3,3,4.333333333,0
0,5,114,131196,1,3179,0.271929825,0,0,0.728070175,36.36363636,0.0,15,23,41.66666667,0.0,2,3,1203,0.193548387,3,0.0,3,0,1,2,0,9.0,0
0,5,184,14420,0,6070,0.489130435,7,0,0.510869565,9.259259259,0.0,7,23,26.92307692,6.0,6,0,140,0.133333333,5,0.0,4,4,1,2,1,5.833333333,0
1,2,22,0,0,3750,0.045454545,64,2,0.954545455,100.0,0.380952381,64,18,50.0,14.33333333,13,14,268,0.0,14,0.0,6,2,1,2,0,14.30769231,1
1,10,10,1,0,8348,1.0,28,1,0.0,0.0,0.038961039,28,16,0.0,7.833333333,8,1,2974,0.0,5,0.0,6,1,0,2,0,7.25,1
0,5,43,1885,1,5454,0.209302326,7,0,0.790697674,10.0,0.0,11,19,100.0,5.333333333,5,4,2947,0.0,3,0.0,4,4,1,3,0,6.0,0
0,5,109,98,0,4057,0.302752294,10,0,0.697247706,83.33333333,0.042735043,19,37,11.11111111,5.545454545,13,3,325,0.03030303,13,0.0,5,1,1,2,8,7.153846154,0
0,2,71,1283116,1,2484,0.028169014,0,0,0.971830986,0.0,0.0,8,16,0.0,0.0,2,3,72,0.0,3,0.0,3,0,1,2,0,5.5,0
1,2,171,8844492,0,-1,0.1578947369999999,25,0,0.842105263,40.54054054,0.213114754,25,11,90.0,9.75,5,1,0,0.222222222,4,0.0,5,4,0,3,0,8.6,1
1,2,1,0,0,-1,1.0,5,1,0.0,0.0,0.0,7,14,0.0,3.333333333,8,5,550,0.0,2,0.0,4,2,1,4,1,3.625,1
1,6,78,5638,1,7919,0.102564103,12,0,0.897435897,57.14285714,0.101449275,12,12,86.95652174,6.142857143,9,4,116,0.125,3,0.0,3,3,1,3,3,5.555555556,0
1,10,10,1,0,8348,1.0,28,1,0.0,0.0,0.073170732,28,16,0.0,7.285714286,9,2,2974,0.0,5,0.0,6,1,0,2,0,6.888888889,1
1,0,75,0,0,135,0.893333333,8,0,0.106666667,66.66666667,0.018518519,9,23,0.0,5.0,6,1,230,0.089552239,9,0.0,5,2,1,2,1,6.333333333,1
1,0,4,0,0,-1,1.0,8,0,0.0,0.0,0.171875,12,19,0.0,4.285714286,8,1,124,0.0,12,0.0,8,1,1,2,0,5.25,1
0,3,99,3481179,1,-1,0.515151515,0,0,0.484848485,8.333333332999999,0.0,17,25,63.33333333,0.0,2,5,983,0.039215686,3,0.0,3,0,1,2,0,10.0,0
1,0,17,0,0,-1,0.058823529,7,0,0.941176471,0.0,0.015873016,15,18,100.0,3.75,9,6,0,1.0,15,0.0,8,2,1,2,0,5.0,1
0,5,61,98707,0,8571,0.06557377,5,0,0.93442623,50.0,0.071428571,6,15,88.88888889,5.0,3,0,1291,0.25,4,0.0,3,5,1,2,0,5.0,0
0,4,51,73732,1,4378,0.019607843,10,0,0.980392157,100.0,0.0,14,22,87.5,5.4,7,3,369,0.0,3,0.0,3,2,1,3,3,6.285714286,0
1,0,56,0,0,-1,0.0,7,0,1.0,0.0,0.085714286,9,16,100.0,5.0,4,0,2648,0.0,3,0.125,4,3,1,2,0,5.5,1
0,3,72,84997,1,4307,0.152777778,0,0,0.8472222220000001,38.46153846,0.0,6,14,78.57142857,0.0,2,3,1170,0.0,3,0.0,3,0,0,2,0,4.5,0
0,4,38,0,0,7380,0.289473684,0,0,0.7105263159999999,0.0,0.0,13,19,50.0,0.0,1,0,290,1.454545455,13,0.0,2,0,1,2,0,13.0,0
1,5,22,3532926,0,5627,0.818181818,17,0,0.181818182,25.0,0.046153846,17,31,0.0,7.666666667,7,2,217,0.277777778,1,0.096774194,4,3,1,5,0,6.714285714,1
0,4,19,2617136,1,5078,0.315789474,0,0,0.684210526,0.0,0.0,11,19,60.0,0.0,2,3,36,0.0,3,0.0,3,0,1,2,0,7.0,0
1,0,12,0,1,1771,0.25,5,0,0.75,92.30769231,0.0,5,17,100.0,5.0,5,6,55,0.0,3,0.0,5,5,1,2,1,4.4,1
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.0,10,23,0.0,0.0,2,1,374,0.846153846,8,0.0,2,0,1,2,0,9.0,1
1,0,51,5707171,0,3992,0.0,17,0,1.0,100.0,0.125984252,17,50,100.0,7.375,13,5,25,0.0,3,0.0,5,2,1,4,1,7.769230769,1
1,3,61,8876061,0,-1,1.0,4,0,0.0,0.0,0.047619048,4,8,0.0,4.0,2,0,176,0.016393443,3,0.0,3,4,1,1,0,3.5,1
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.03030303,11,24,0.0,0.0,2,0,374,0.846153846,8,0.041666667,3,0,1,2,0,9.5,1
1,0,37,0,0,1369,0.0,5,0,1.0,100.0,0.0,11,15,100.0,4.5,3,1,91,0.0,11,0.0,5,4,1,1,0,6.666666667,1
0,2,51,775330,1,1527,0.1372549019999999,0,0,0.862745098,22.22222222,0.0,14,22,100.0,0.0,2,5,299,0.7142857140000001,3,0.0,3,0,1,2,0,8.5,0
1,0,33,0,1,2105,0.212121212,9,1,0.787878788,71.42857143,0.0,29,37,71.42857143,5.8,7,4,1547,0.0,3,0.0,6,3,1,3,0,8.714285713999999,1
1,1,103,1760637,0,7062,0.067961165,0,0,0.932038835,0.0,0.0,8,22,81.81818182,0.0,3,1,242,0.285714286,4,0.0,3,0,1,2,1,5.333333333,1
1,2,0,7010277,1,7726,0.0,7,0,0.0,0.0,0.0,13,28,0.0,3.6,8,5,309,0.0,3,0.0,6,1,1,3,1,5.0,1
0,6,252,600,1,7836,0.226190476,10,0,0.773809524,28.57142857,0.0,10,23,31.25,5.0,6,4,200,0.263157895,3,0.0,4,2,0,2,2,5.333333333,0
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.068965517,9,22,0.0,0.0,2,0,374,0.846153846,8,0.090909091,2,0,1,2,0,8.5,1
0,5,4,66583,0,9806,0.0,19,0,1.0,0.0,0.09375,19,14,0.0,7.6,7,1,0,0.0,4,0.0,6,3,1,3,0,6.714285714,0
1,2,122,0,1,3671,0.532786885,8,1,0.467213115,3.389830508,0.016393443,12,19,55.55555556,4.833333333,8,4,527,0.107692308,3,0.0,6,2,1,3,1,5.5,1
0,2,151,0,1,6111,0.092715232,0,0,0.907284768,55.0,0.0,6,13,90.90909091,0.0,2,3,96,0.357142857,3,0.0,3,0,1,2,0,4.5,0
1,0,0,0,0,5090,0.0,2,0,0.0,0.0,0.0,12,16,0.0,2.0,2,0,753,0.0,12,0.0,4,2,1,1,0,7.0,1
0,3,498,407033,0,-1,0.022088353,0,0,0.977911647,60.86956522,0.0,7,10,100.0,0.0,1,0,0,0.090909091,7,0.0,3,0,0,1,0,7.0,0
1,5,14,0,0,7295,0.928571429,0,0,0.071428571,14.28571429,0.0,12,25,0.0,0.0,2,0,374,0.846153846,8,0.0,2,0,1,2,0,10.0,1
0,6,55,1634,1,2390,0.145454545,6,0,0.854545455,72.22222222,0.0,8,16,81.81818182,3.142857143,9,5,167,0.375,3,0.0,4,1,0,2,0,3.666666667,0
0,5,49,372124,1,8778,0.142857143,10,0,0.857142857,100.0,0.0,10,18,77.77777778,6.166666667,8,5,2908,0.0,3,0.0,4,4,0,3,3,6.25,0
0,7,146,12,0,7133,0.089041096,4,0,0.910958904,51.85185185,0.0,9,16,100.0,3.25,6,0,902,0.384615385,2,0.0,4,2,1,2,2,4.0,0
0,5,313,2330327,1,3358,0.939297125,16,0,0.060702875,82.09523809999997,0.1,16,23,11.11111111,6.5,6,4,1755,0.193877551,3,0.0,5,2,1,3,0,7.333333333,0
0,0,40,0,0,19,0.35,6,0,0.65,10.0,0.046511628,7,11,62.5,5.25,5,0,345,0.0,7,0.181818182,5,4,1,2,0,5.6,1
0,3,57,5268681,1,1918,0.368421053,0,0,0.6315789470000001,26.31578947,0.0,16,24,50.0,0.0,2,4,273,0.142857143,3,0.0,3,0,1,2,0,9.5,0
0,10,42,2,1,5640,0.404761905,11,1,0.595238095,0.0,0.023255814,11,15,72.22222222,5.666666667,5,3,204,0.0,3,0.0,3,1,1,2,0,5.4,0
